"Symbol","Trade DATE","NOCP"
"TSLA","5/14/2019","232.310000000000"
"TSLA","5/13/2019","227.010000000000"
"TSLA","5/10/2019","239.520000000000"
"TSLA","5/9/2019","241.980000000000"
"TSLA","5/8/2019","244.840000000000"
"TSLA","5/7/2019","247.060000000000"
"TSLA","5/6/2019","255.340000000000"
"TSLA","5/3/2019","255.030000000000"
"TSLA","5/2/2019","244.100000000000"
"TSLA","5/1/2019","234.010000000000"
"TSLA","4/30/2019","238.690000000000"
"TSLA","4/29/2019","241.470000000000"
"TSLA","4/26/2019","235.140000000000"
"TSLA","4/25/2019","247.630000000000"
"TSLA","4/24/2019","258.660000000000"
"TSLA","4/23/2019","263.900000000000"
"TSLA","4/22/2019","262.750000000000"
"TSLA","4/18/2019","273.260000000000"
"TSLA","4/17/2019","271.230000000000"
"TSLA","4/16/2019","273.360000000000"
"TSLA","4/15/2019","266.380000000000"
"TSLA","4/12/2019","267.700000000000"
"TSLA","4/11/2019","268.420000000000"
"TSLA","4/10/2019","276.060000000000"
"TSLA","4/9/2019","272.310000000000"
"TSLA","4/8/2019","273.200000000000"
"TSLA","4/5/2019","274.960000000000"
"TSLA","4/4/2019","267.780000000000"
"TSLA","4/3/2019","291.810000000000"
"TSLA","4/2/2019","285.880000000000"
"TSLA","4/1/2019","289.180000000000"
"TSLA","3/29/2019","279.860000000000"
"TSLA","3/28/2019","278.620000000000"
"TSLA","3/27/2019","274.830000000000"
"TSLA","3/26/2019","267.770000000000"
"TSLA","3/25/2019","260.420000000000"
"TSLA","3/22/2019","264.530000000000"
"TSLA","3/21/2019","274.020000000000"
"TSLA","3/20/2019","273.600000000000"
"TSLA","3/19/2019","267.470000000000"
"TSLA","3/18/2019","269.490000000000"
"TSLA","3/15/2019","275.430000000000"
"TSLA","3/14/2019","289.960000000000"
"TSLA","3/13/2019","288.960000000000"
"TSLA","3/12/2019","283.360000000000"
"TSLA","3/11/2019","290.920000000000"
"TSLA","3/8/2019","284.140000000000"
"TSLA","3/7/2019","276.590000000000"
"TSLA","3/6/2019","276.240000000000"
"TSLA","3/5/2019","276.540000000000"
"TSLA","3/4/2019","285.360000000000"
"TSLA","3/1/2019","294.790000000000"
"TSLA","2/28/2019","319.880000000000"
"TSLA","2/27/2019","314.740000000000"
"TSLA","2/26/2019","297.860000000000"
"TSLA","2/25/2019","298.770000000000"
"TSLA","2/22/2019","294.710000000000"
"TSLA","2/21/2019","291.230000000000"
"TSLA","2/20/2019","302.560000000000"
"TSLA","2/19/2019","305.640000000000"
"TSLA","2/15/2019","307.880000000000"
"TSLA","2/14/2019","303.770000000000"
"TSLA","2/13/2019","308.170000000000"
"TSLA","2/12/2019","311.810000000000"
"TSLA","2/11/2019","312.840000000000"
"TSLA","2/8/2019","305.800000000000"
"TSLA","2/7/2019","307.510000000000"
"TSLA","2/6/2019","317.220000000000"
"TSLA","2/5/2019","321.350000000000"
"TSLA","2/4/2019","312.890000000000"
"TSLA","2/1/2019","312.210000000000"
"TSLA","1/31/2019","307.020000000000"
"TSLA","1/30/2019","308.770000000000"
"TSLA","1/29/2019","297.460000000000"
"TSLA","1/28/2019","296.380000000000"
"TSLA","1/25/2019","297.040000000000"
"TSLA","1/24/2019","291.510000000000"
"TSLA","1/23/2019","287.590000000000"
"TSLA","1/22/2019","298.920000000000"
"TSLA","1/18/2019","302.260000000000"
"TSLA","1/17/2019","347.310000000000"
"TSLA","1/16/2019","346.050000000000"
"TSLA","1/15/2019","344.430000000000"
"TSLA","1/14/2019","334.400000000000"
"TSLA","1/11/2019","347.260000000000"
"TSLA","1/10/2019","344.970000000000"
"TSLA","1/9/2019","338.530000000000"
"TSLA","1/8/2019","335.350000000000"
"TSLA","1/7/2019","334.960000000000"
"TSLA","1/4/2019","317.690000000000"
"TSLA","1/3/2019","300.360000000000"
"TSLA","1/2/2019","310.120000000000"
"TSLA","12/31/2018","332.800000000000"
"TSLA","12/28/2018","333.870000000000"
"TSLA","12/27/2018","316.130000000000"
"TSLA","12/26/2018","326.090000000000"
"TSLA","12/24/2018","295.390000000000"
"TSLA","12/21/2018","319.770000000000"
"TSLA","12/20/2018","315.380000000000"
"TSLA","12/19/2018","332.970000000000"
"TSLA","12/18/2018","337.030000000000"
"TSLA","12/17/2018","348.420000000000"
"TSLA","12/14/2018","365.710000000000"
"TSLA","12/13/2018","376.790000000000"
"TSLA","12/12/2018","366.600000000000"
"TSLA","12/11/2018","366.760000000000"
"TSLA","12/10/2018","365.150000000000"
"TSLA","12/7/2018","357.965000000000"
"TSLA","12/6/2018","363.060000000000"
"TSLA","12/4/2018","359.700000000000"
"TSLA","12/3/2018","358.490000000000"
"TSLA","11/30/2018","350.480000000000"
"TSLA","11/29/2018","341.170000000000"
"TSLA","11/28/2018","347.870000000000"
"TSLA","11/27/2018","343.920000000000"
"TSLA","11/26/2018","346.000000000000"
"TSLA","11/23/2018","325.830000000000"
"TSLA","11/21/2018","338.190000000000"
"TSLA","11/20/2018","347.490000000000"
"TSLA","11/19/2018","353.470000000000"
"TSLA","11/16/2018","354.310000000000"
"TSLA","11/15/2018","348.440000000000"
"TSLA","11/14/2018","344.000000000000"
"TSLA","11/13/2018","338.730000000000"
